INE_ID,candidate_name,party,year
903,Júlio Manuel Dos Santos,I,2009
903,José Manuel Lopes Catalino,PCP-PEV,2009
903,Victor Martins Santos,PPD/PSD.CDS-PP,2009
903,José Francisco Gomes Monteiro,PS,2009
904,Maria Graciete Almeida Brito,PCP-PEV,2009
904,António Edmundo Freire Ribeiro,PPD/PSD,2009
904,Carlos Alberto Nunes Panta,PS,2009
905,Maria João Albuquerque Pimentel Vasconcelos,CDS-PP.PPM,2009
905,Joaquim Alberto Santos De Almeida,PCP-PEV,2009
905,José Severino Soares Miranda,PPD/PSD,2009
905,António José Elvas Da Rocha,PS,2009
906,Nuno Filipe Menezes Simões,CDS-PP,2009
906,Nuno Ricardo Dinis De Abreu,PCP-PEV,2009
906,Álvaro Dos Santos Amaro,PPD/PSD,2009
906,Armando José Dos Santos Almeida,PS,2009
907,Jorge Manuel Da Cunha Coutinho Noutel,B.E.,2009
907,Cláudia Maria Amaral Teixeira,CDS-PP,2009
907,Honorato Gil Robalo,PCP-PEV,2009
907,Eduardo Pires Do Espírito Santo,PCTP/MRPP,2009
907,José Luís Monteiro Crespo De Carvalho,PPD/PSD,2009
907,Joaquim Carlos Dias Valente,PS,2009
908,José Maria Serra  Saraiva,PCP-PEV,2009
908,José Manuel Custódia Biscaia,PPD/PSD,2009
908,Esmeraldo Saraiva Neto Carvalhinho,PS,2009
909,Manuel De Jesus Darei Frade,PCP-PEV,2009
909,João Germano Mourato Leal Pinto,PPD/PSD,2009
909,Armando Luis Rodrigues Carneiro,PS,2009
910,Pedro Francisco De Campos Henriques Albuquerque,CDS-PP,2009
910,Joaquim Luis Ferreira,PCP-PEV,2009
910,António Luis Monteiro Ruas,PPD/PSD,2009
910,Rui Manuel De Oliveira Campos Teixeira,PS,2009
911,Ana Isabel Lasso De La Vega E Charters Amaral Marques,CDS-PP,2009
911,Joaquim Fernando Ricardo,MPT,2009
911,José Manuel Monteiro,PCP-PEV,2009
911,António Dos Santos Robalo,PPD/PSD,2009
911,António Bernardo Morgado Gomes Dionísio,PS,2009
912,António Da Silva Abrantes,PCP-PEV,2009
912,Luis Jorge Da Silva Caetano,PPD/PSD.CDS-PP,2009
912,Carlos Filipe Camelo Miranda De Figueiredo,PS,2009
913,Armando  Da Conceição Morais De Oliveira,PCP-PEV,2009
913,Júlio José Saraiva Sarmento,PPD/PSD,2009
913,Amilcar José Nunes Salvador,PS,2009
914,Luis Arnaldo Batista Ramalho,CDS-PP,2009
914,Luis Manuel Branquinho Pinto,PCP-PEV,2009
914,Gustavo Sousa Duarte,PPD/PSD,2009
914,Emilio António Pessoa Mesquita,PS,2009
1001,Adelino António Moreira Granja,B.E.,2009
1001,Jorge Manuel Saraiva Esteves De Carvalho,CDS-PP,2009
1001,José Carvalho Pedrosa,III,2009
1001,Rogério Manuel Madeira Raimundo,PCP-PEV,2009
1001,Paulo Jorge Marques Inácio,PPD/PSD,2009
1001,José Acácio Paulino Barbosa,PS,2009
1002,Abel Marques Dos Reis Nunes,CDS-PP,2009
1002,João Paulo Forte Pires,PCP-PEV,2009
1002,Paulo Tito Delgado Morgado,PPD/PSD,2009
1002,Maria Teodora Freire Gonçalves Cardo,PS,2009
1003,Nidia Maria Coutinho E Valente,PCP-PEV,2009
1003,Rui Alexandre Novo E Rocha,PPD/PSD,2009
1003,António Jose Vicente Domingues,PS,2009
1004,Horácio Moita Francisco,CDS-PP,2009
1004,José Joaquim Filipe Valentim,PCP-PEV,2009
1004,António José Martins De Sousa Lucas,PPD/PSD,2009
1004,Francisco José Meireles Cardoso,PS,2009
1005,João Carlos Vieira Comparada,CDS-PP,2009
1005,José Agostinho Faria,PCP-PEV,2009
1005,José Manuel Gonçalves Vieira,PPD/PSD,2009
1005,Jorge Gabriel Duarte Catana Martins,PS,2009
1006,Rui Manuel Dos Santos Calisto,B.E.,2009
1006,Manuel Fialho Isaque,CDS-PP,2009
1006,António Henriques Barros,PCP-PEV,2009
1006,Fernando José Da Costa,PPD/PSD,2009
1006,Delfim Marques De Azevedo,PS,2009
1007,Manuel Lopes Da Costa,PCP-PEV,2009
1007,Pedro Manuel Alves Da Graça,PPD/PSD,2009
1007,Fernando José Pires Lopes,PS,2009
1008,Maria Celeste Miranda Ferreira Morgado,PCP-PEV,2009
1008,Rui Manuel De Almeida E Silva,PPD/PSD,2009
1008,Carlos Alberto David Dos Santos Lopes,PS,2009
1009,José Manuel Peixoto Figueira Henriques,B.E.,2009
1009,António Carlos Batista Martinho Gomes,CDS-PP,2009
1009,Mário Fernando Brites Lopes,PCP-PEV,2009
1009,Isabel Damasceno Vieira De Campos Costa,PPD/PSD,2009
1009,Raúl Miguel De Castro,PS,2009
1010,Amândio João Paula Fernandes,B.E.,2009
1010,Artur Pereira De Oliveira,I,2009
1010,Alberto Filomeno Esteves Cascalho,PCP-PEV,2009
1010,António Manuel Jesus Ferreira Santos,PPD/PSD,2009
1010,Álvaro Manuel Marques Pereira,PS,2009
1011,António José Gonçalves Peixe,B.E.,2009
1011,Reinaldo José Rocha Da Silva,CDS-PP,2009
1011,Rui Manuel Amaro Marques,I,2009
1011,João Paulo Quinzico Delgado,PCP-PEV,2009
1011,Jorge Codinha Antunes Barroso,PPD/PSD,2009
1011,Vitor Manuel Estrelinha Esgaio,PS,2009
1012,Francisco Lage Raposo Braz Teixeira,CDS-PP,2009
1012,José Rui Pereira Da Silva Raposo,PCP-PEV,2009
1012,Telmo Henrique Correia Daniel Faria,PPD/PSD,2009
1012,José Rodrigues Machado,PS,2009
1013,Rui Baltazar Coelho Da Silva Matias,PCP-PEV,2009
1013,João Manuel Gomes Marques,PPD/PSD,2009
1013,Paulo Alexandre De Carvalho E Silva,PS,2009
1014,Fernando Lino Barradas Franco,B.E.,2009
1014,Pedro Silva Formozinho Sanchez,CDS-PP,2009
1014,António José Ferreira Sousa Carreira Santos,PCP-PEV,2009
1014,Luís Lourenço Jorge Ganhão,PPD/PSD,2009
1014,Carlos Jorge Gonçalves Do Amaral Domingos,PS,2009
1015,Agostinho De Barros Da Silva,B.E.,2009
1015,Alcides Da Silva Simões,PCP-PEV,2009
1015,Narciso Ferreira Mota,PPD/PSD,2009
1015,Adelino Gonçalves Mendes,PS,2009
1016,Carlos Emanuel Fernandes Pereira Da Silva,CDS-PP,2009
1016,Luís António Amado Carreira,PCP-PEV,2009
1016,Júlio João Carreira Vieira,PPD/PSD,2009
1016,João Salgueiro,PS,2009
1101,José António Pereira Porém,B.E.,2009
1101,José Manuel Fazendeiro Catarino,PCP-PEV,2009
1101,Nuno Miguel Domingos Coelho,PPD/PSD.CDS-PP.PPM.MPT,2009
1101,Jorge Manuel Cunha Mendes Riso,PS,2009
1102,Francisco Xavier Paes De Sande E Castro,CDS-PP,2009
1102,Adelaide Maria Santos Ferreira Henriques,PCP-PEV,2009
1102,Carlos Manuel Cruz Lourenço,PPD/PSD,2009
1102,André Filipe Dos Santos Rijo,PS,2009
1103,João Paulo Mendes Marques,B.E.,2009
1103,António José Da Fonseca Nobre,PCP-PEV,2009
1103,António Jorge De Oliveira Lopes,PPD/PSD.CDS-PP.MPT.PPM,2009
1103,Joaquim António Sousa Neves Ramos,PS,2009
1104,Maria João Ramos Batista,CDS-PP,2009
1104,Ricardo Manuel Francisco Miguel,PCP-PEV,2009
1104,Aristides Lourenço Sécio,PPD/PSD,2009
1104,Maria João Marques Pacheco Botelho,PS,2009
1105,Rita Oliveira Calvário,B.E.,2009
1105,Pedro Arantes Lopes De Mendonça,PCP-PEV,2009
1105,Carlos Fernando Gomes De Oliveira Pacheco,PCTP/MRPP,2009
1105,Maria Isabel Carvalho Coutinho,P.N.R.,2009
1105,António D'Orey Capucho,PPD/PSD.CDS-PP,2009
1105,Victor Manuel Martins De Almeida,PPM,2009
1105,Leonor Coutinho Pereira Dos Santos,PS,2009
1106,Luís Emídio Lopes Mateus Fazenda,B.E.,2009
1106,José Carlos Da Costa Ramos,MEP,2009
1106,António Vitor Coelho Da Costa,MMS,2009
1106,Ruben Luís Tristão De Carvalho E Silva,PCP-PEV,2009
1106,Carlos Alberto Vieira Paisana,PCTP/MRPP,2009
1106,José De Almeida E Vasconcellos Pinto-Coelho,P.N.R.,2009
1106,Pedro Miguel De Santana Lopes,PPD/PSD.CDS-PP.MPT.PPM,2009
1106,António Luís Santos Da Costa,PS,2009
1106,Bruno Manuel Ferreira De Sousa,PTP,2009
1107,Vitor Manuel Carvalho Franco,B.E.,2009
1107,Mário Ferreira Teixeira Do Carmo,CDS-PP,2009
1107,Paulo Jorge Piteira Leão,PCP-PEV,2009
1107,Luís Manuel Da Silva Patrício,PCTP/MRPP,2009
1107,Maria Geni Veloso Das Neves,PPD/PSD,2009
1107,Carlos Alberto Dias Teixeira,PS,2009
1108,José António Monteiro Bourdain,CDS-PP,2009
1108,João Nunes Maria Alves,MMS,2009
1108,José Manuel Levy Da Silva Soeiro,PCP-PEV,2009
1108,Carlos Jorge Segadães De Almeida Marques,PPD/PSD,2009
1108,José Manuel Dias Custódio,PS,2009
1109,Helder Augusto Gonçalves Fortes,B.E.,2009
1109,Carlos Evangelista Sena Pinheiro,CDS-PP,2009
1109,Eugénio Óscar Garcia Da Rosa,PCP-PEV,2009
1109,José Maria Ministro Dos Santos,PPD/PSD,2009
1109,Sérgio Paulo Mendes Mota,PS,2009
1110,Francisco Manuel Vicente Figueira Silva,B.E.,2009
1110,Isaltino Afonso Morais,I,2009
1110,Amílcar José Da Silva Campos,PCP-PEV,2009
1110,Fernando Carvalho Pereira,PCTP/MRPP,2009
1110,Isabel Maria Meireles Teixeira Vasconcelos Salgado,PPD/PSD.CDS-PP.PPM,2009
1110,Marcos De Cunha E Lorena Perestrello De Vasconcellos,PS,2009
1111,André Aurélio Marona Beja,B.E.,2009
1111,José Manuel Baptista Alves,PCP-PEV,2009
1111,José Vitorino Piteira Mestre,PCTP/MRPP,2009
1111,Fernando Jorge Loureiro De Roboredo Seara,PPD/PSD.CDS-PP.PPM.MPT,2009
1111,Ana Maria Rosa Martins Gomes,PS,2009
1112,António Lopes Bogalho,PCP-PEV,2009
1112,António José De Carvalho Caroço,PPD/PSD.CDS-PP,2009
1112,Reinaldo Manuel Soares Da Costa Fragoso,PS,2009
1113,Paulo Adelino Esteves Gonçalves,PCP-PEV,2009
1113,António Paulo Veloso Martins Bento,PPD/PSD.CDS-PP,2009
1113,Carlos Manuel Soares Miguel,PS,2009
1114,Carlos Miguel Vilar Patrão,B.E.,2009
1114,Nuno Miguel Marques Libório,PCP-PEV,2009
1114,João Manuel Correia Pires De Carvalho,PPD/PSD.CDS-PP.MPT.PPM,2009
1114,Maria Da Luz Gameiro Beja Ferreira Rosinha,PS,2009
1115,Helena Maria Moura Pinto,B.E.,2009
1115,António João Tomatas Carixas,PCP-PEV,2009
1115,Carlos Arsénio Pinto Campos,PCTP/MRPP,2009
1115,Jorge Paulo De Seabra Roque Da Cunha,PPD/PSD.CDS-PP.PPM,2009
1115,Joaquim Moreira Raposo,PS,2009
1115,António Saraiva Lucas,PTP,2009
1115,Francisco Correia Pereira,VI,2009
1115,Vítor José Alves Dos Santos,cipa,2009
1116,António Miguel Rodrigues,B.E.,2009
1116,Ilídio De Magalhães Ferreira,PCP-PEV,2009
1116,Hernâni Manuel Marques De Carvalho,PPD/PSD.CDS-PP.MPT.PPM,2009
1116,Susana De Fátima Carvalho Amador,PS,2009
1201,Ana Maria Gagliardini Graça Torres Miguéns Cardoso,CDS-PP,2009
1201,João Manuel Laureano Martins,PCP-PEV,2009
1201,Joviano Martins Vitorino,PPD/PSD,2009
1201,Maria Leal Monteiro,PS,2009
1201,Francisco António Martins Dos Reis,XVIII,2009
1202,António José Raimundo Baptista,CDS-PP.PPM,2009
1202,Jorge Manuel Pereira Ventura,PCP-PEV,2009
1202,Fermelinda De Jesus Pombo Carvalho,PPD/PSD,2009
1202,Gil Da Conceição Palmeiro Romão,PS,2009
1203,Manuel Maria Libério Coelho,PCP-PEV,2009
1203,António Sebastião Navalhas Sombreireiro,PPD/PSD,2009
1203,Rui Manuel Varela Barrento Henriques,PS,2009
1204,António José Faria De Paula Campos,PCP-PEV,2009
1204,Pedro Luís Bento Nabeiro,PPD/PSD,2009
1204,Ricardo Miguel Furtado Pinheiro,PS,2009
1204,João Manuel Borrega Burrica,XIX,2009
1205,Lucina Aurora Alexandre De Morais Baptista,CDS-PP,2009
1205,Manuel Fernando Synarle De Serpa Soares,PCP-PEV,2009
1205,António Manuel Grincho Ribeiro,PPD/PSD,2009
1205,Rui Manuel Mourato Miranda,PS,2009
1205,Tiago Fragoso Malato,VI,2009
1206,João Teresa Ribeiro,PCP-PEV,2009
1206,João António Da Cruz Martins De Matos,PPD/PSD,2009
1206,José Correia Da Luz,PS,2009
1207,Luís Manuel Domingos Pedras,B.E.,2009
1207,Manuel António Martins Torneiro,MPT,2009
1207,João José Alfacinha Pinheiro,PCP-PEV,2009
1207,António José Simão Das Dores,PPD/PSD.CDS-PP,2009
1207,José António Rondão Almeida,PS,2009
1208,Rosa Maria Pedroso Forças Peças,PCP-PEV,2009
1208,Pedro Namorado Lancha,PPD/PSD,2009
1208,Fernando Alves Marques Mano,PS,2009
1208,João Cabaço Mendeiros,XVI,2009
1209,José Luís Areias Morais,PCP-PEV,2009
1209,Paulo José Estrela Vitoriano De Matos,PPD/PSD,2009
1209,Jorge Manuel Martins De Jesus,PS,2009
1210,João De Brito Mena Antunes,CDS-PP,2009
1210,Paulo Joaquim Anacleto Costa,PCP-PEV,2009
1210,Victor Manuel Martins Frutuoso,PPD/PSD,2009
1210,Nuno Filipe Sernache Gonçalves Lopes,PS,2009
1210,Maria Madalena Delicado Curião Tavares,jpm,2009
1210,Fernando José Machado Gomes,XV,2009
1211,Rui Manuel Maia Da Silva,PCP-PEV,2009
1211,Jorge Alexandre Fernandes Capitão,PPD/PSD,2009
1211,Miguel Alexandre Ferreira Rasquinho,PS,2009
1212,Maria Madalena Duarte Morais,B.E.,2009
1212,Manuel Joaquim Da Silva Baptista,CDS-PP,2009
1212,Maria Gabriela Pereira Menino Tsukamoto,PCP-PEV,2009
1212,Fernanda Maria Bizarro Policarpo,PPD/PSD,2009
1212,Maria Idalina Alves Trindade,PS,2009
1213,João Pedro Xavier Abelho Amante,PCP-PEV,2009
1213,Joaquim Augusto Guiomar Lizardo,PPD/PSD.CDS-PP,2009
1213,João José De Carvalho Taveira Pinto,PS,2009
1214,Marco Jorge De Freitas Matos Ferreira,B.E.,2009
1214,Élio Mário Castro Pereira,CDS-PP,2009
1214,Hugo Chichorro E Silva Capote,PCP-PEV,2009
1214,José Fernando Da Mata Cáceres,PPD/PSD,2009
1214,José Maria Escarameia De Sousa,PS,2009
1215,Álvaro Vitorino Amoroso Cartas,PCP-PEV,2009
1215,Armando Jorge Mendonça Varela,PPD/PSD,2009
1215,Mário Alberto Azeitão Marques,PS,2009
1301,Hugo Manuel Mota Cardoso Da Silva,B.E.,2009
1301,Fernando José De Moura E Silva,CDS-PP,2009
1301,Gerónimo Manuel Cardoso Ferreira,PCP-PEV,2009
1301,José Luis Gaspar Jorge,PPD/PSD,2009
1301,Armindo José Cunha Abreu,PS,2009
1302,José Luis Teixeira Pereira,PCP-PEV,2009
1302,José Carlos Pires Póvoas,PPD/PSD,2009
1302,José Luis Pereira Carneiro,PS,2009
1303,Joaquim Dos Santos Pinho,B.E.,2009
1303,Horácio Rui Lourenço Da Costa,MPT,2009
1303,Carlos Alberto Rainho Dos Quinteiro,PCP-PEV,2009
1303,António Teixeira Gomes,PCTP/MRPP,2009
1303,José Inácio Cardoso Ribeiro,PPD/PSD.CDS-PP,2009
1303,Eduardo Alberto Leite Bragança Da Cunha,PS,2009
1303,Maria De Fátima Da Cunha Felgueiras Almeida De Sousa Oliveira,XVI,2009
1304,Ana Paula Conotilho De Seixas,B.E.,2009
1304,Cristina Alexandra Marques Nogueira,PCP-PEV,2009
1304,Rui Ferreira De Espinheira Quelhas,PPD/PSD.CDS-PP,2009
1304,Maria Isabel Coelho Santos,PS,2009
1304,Valentim Dos Santos De Loureiro,XIII,2009
1305,Nuno Alexandre Miguéis De Sousa Coelho,PCP-PEV,2009
1305,Leonel Domingos Reis Vieira Da Silva,PPD/PSD.CDS-PP,2009
1305,Jorge Manuel Fernandes Malheiro De Magalhães,PS,2009
1306,Silvestre Santos Gomes Pereira,B.E.,2009
1306,Alvaro António Monteiro Braga,CDS-PP,2009
1306,António Ferreira Neto Taveira,PCP-PEV,2009
1306,António Gonçalves Bragança Fernandes,PPD/PSD,2009
1306,Mário José Gomes Gouveia,PS,2009
1307,António Parreira Gomes Varela,PCP-PEV,2009
1307,Manuel Maria Moreira,PPD/PSD,2009
1307,Artur Elísio De Braga De Melo E Castro,PS,2009
1307,Avelino Ferreira Torres,XII,2009
1307,Manuel Norberto De Moura Soares,MDVNS,2009
1308,Fernando José Leite De Oliveira Queiroz,B.E.,2009
1308,José Narciso Rodrigues De Miranda,I,2009
1308,José Honório Faria Gonçalves Novo,PCP-PEV,2009
1308,José Guilherme Saraiva De Oliveira Aguiar,PPD/PSD.CDS-PP,2009
1308,António José Pinto Alves Trancoso,PPM,2009
1308,Guilherme Manuel Lopes Pinto,PS,2009
1309,Albino Manuel Ribeiro De Abreu Meireles,CDS-PP,2009
1309,José Paulo Torres Da Silva Gonçalves,PCP-PEV,2009
1309,Pedro Alexandre Oliveira Cardoso Pinto,PPD/PSD,2009
1309,Humberto Fernando Leão Pacheco De Brito,PS,2009
1310,Carlos Albano Brito Esteves Martins,B.E.,2009
1310,Augusto Manuel Teixeira De Barros Ruão,CDS-PP,2009
1310,José Fernando Araújo Calçada,PCP-PEV,2009
1310,Celso Manuel Gomes Ferreira,PPD/PSD,2009
1310,Artur Rodrigues Pereira Dos Penedos,PS,2009
1311,Paulo Fernando Teles De Lemos E Silva,B.E.,2009
1311,Maria Maia Vilhena Carvalho Leal,PCP-PEV,2009
1311,Alberto Fernando Da Silva Santos,PPD/PSD.CDS-PP,2009
1311,António José Sousa Pinto,PS,2009
1312,João Miguel Trancoso Vaz Teixeira Lopes,B.E.,2009
1312,Rui Pedro De Araújo Sá,PCP-PEV,2009
1312,João Manuel Valente Pinto,PCTP/MRPP,2009
1312,Rui Fernando Da Silva Rio,PPD/PSD.CDS-PP,2009
1312,Elisa Maria Da Costa Guimarães Ferreira,PS,2009
1313,Andrea Luís Valente Rodrigues De Castro Peniche,B.E.,2009
1313,António Jorge Quintas Duarte Serrano Araújo,CDS-PP,2009
1313,Artur Jorge Da Silva Machado,PCP-PEV,2009
1313,José Macedo Vieira,PPD/PSD,2009
1313,Ilídio Renato Garrido Matos Pereira,PS,2009
1314,José Eduardo Correia Da Graça Martins,CDS-PP,2009
1314,Abilio Dias Martins,PCP-PEV,2009
1314,João Manuel Machado Faria De Abreu,PPD/PSD,2009
1314,António Alberto De Castro Fernandes,PS,2009
1315,Eliseu Filipe Pinto Lopes,B.E.,2009
1315,José Deolindo Caetano,PCP-PEV,2009
1315,Fernando Horácio Moreira Pereira De Melo,PPD/PSD.CDS-PP,2009
1315,José Afonso Teixeira De Magalhães Lobão,PS,2009
1315,Vitorino Francisco Da Rocha Silva,XIV,2009
1315,Maria José Baptista De Moura Azevedo,XIX,2009
1316,Miguel Vital Andrade De Sousa,B.E.,2009
1316,António Jorge Alexandre Marques,PCP-PEV,2009
1316,António Pedro Pinto Martins Brás Marques,PPD/PSD.CDS-PP,2009
1316,Mário Hermenegildo Moreira De Almeida,PS,2009
1317,João Pedro Furtado Da Cunha Semedo,B.E.,2009
1317,Nuno Marques Simão Aldeia,MPT,2009
1317,Maria Ilda Da Costa Figueiredo,PCP-PEV,2009
1317,Luis Filipe Menezes Lopes,PPD/PSD.CDS-PP,2009
1317,Joaquim Barbosa Ferreira Couto,PS,2009
1318,Nuno Paulo Rodrigues Serra,CDS-PP,2009
1318,Maria Da Conceição Da Silva Farpa Silva,PCP-PEV,2009
1318,Bernardino Manuel De Vasconcelos,PPD/PSD,2009
1318,Joana Fernanda Ferreira Lima,PS,2009
1401,Manuel António Rodrigues Lopes,B.E.,2009
1401,João Baptista Pico,CDS-PP,2009
1401,Albano Da Conceição Pereira Dos Santos,I,2009
1401,Armando António Gonçalves Borges,PCP-PEV,2009
1401,António Manuel De Santana Maia Leonardo,PPD/PSD,2009
1401,Maria Do Céu De Oliveira Antunes Albuquerque,PS,2009
1402,Carlos Alberto Costa Vieira,B.E.,2009
1402,Eduardo Marcelino Ramalho Camacho,I,2009
1402,Suzel Abreu Frazão,PCP-PEV,2009
1402,Elsa Renata De Sousa Gaspar Nico Henriques,PPD/PSD.CDS-PP,2009
1402,Fernanda Maria Pereira Asseiceira,PS,2009
1403,João Filipe De Viveiros Teixeira,CDS-PP,2009
1403,Francisco Manuel Mauricio Do Rosário,I,2009
1403,José Manuel Aranha Figueiredo,PCP-PEV,2009
1403,Pedro Miguel Sirgado Pisco Santos,PPD/PSD,2009
1403,José Joaquim Gameiro De Sousa Gomes,PS,2009
1404,Mário Fernando Atracado Pereira,PCP-PEV,2009
1404,Maria América Alcobio Cravo,PPD/PSD.CDS-PP,2009
1404,Sónia Isabel Fernandes Sanfona Cruz Mendes,PS,2009
1405,José Manuel Ferreira Múrias,CDS-PP,2009
1405,António José Ganhão,PCP-PEV,2009
1405,José António Salvador Rodrigues Da Avó,PPD/PSD,2009
1405,Ana Isabel Oliveira Reis Casquinha,PS,2009
1406,Francisco Manuel Miguel Colaço,B.E.,2009
1406,Mário Júlio Roque Dos Reis,PCP-PEV,2009
1406,Paulo José Lopes Das Neves,PPD/PSD,2009
1406,Paulo Alexandre Fernandes Varela Simões Caldas,PS,2009
1407,Sérgio Morais Da Conceição Carrinho,PCP-PEV,2009
1407,João Manuel Duarte Lourenço,PPD/PSD.CDS-PP,2009
1407,Joaquim José Duarte Garrido,PS,2009
1408,Renato José Presume Gonçalves,CDS-PP,2009
1408,Máximo De Jesus Afonso Ferreira,PCP-PEV,2009
1408,António Freire De Oliveira,PPD/PSD,2009
1408,Margarida Maria Da Costa Alves Veríssimo,PS,2009
1409,José Ricardo Serrano Guedes,B.E.,2009
1409,António Manuel Moreira Da Silva,I,2009
1409,Ortelinda Da Conceição Camões Graça Gil Nunes,PCP-PEV,2009
1409,José Manuel De Sousa Potier,PPD/PSD,2009
1409,Dionísio Simão Mendes,PS,2009
1410,Carlos Manuel Godinho Matias,B.E.,2009
1410,Telma Cristina Antunes Jorge,PCP-PEV,2009
1410,Jaime Manuel Gonçalves Ramos,PPD/PSD,2009
1410,Carlos Alexandre Zagalo Gouveia,PS,2009
1411,Luís Carlos Graça Reis Santos,B.E.,2009
1411,Luís Miguel De Oliveira Russo Pistola,CDS-PP.MPT,2009
1411,António Alves Matos,PCP-PEV,2009
1411,Jacinto Manuel Lopes Cristas Flores,PPD/PSD,2009
1411,Filipe Vicente Martins,PS,2009
1412,Pedro José Rodrigues Ramalheira De Azevedo,CDS-PP,2009
1412,Valter José Galrinho Da Guia Martins Ferreira,PCP-PEV,2009
1412,Carlos Alberto De Jesus Gonçalves Paula Simões,PPD/PSD,2009
1412,José Tavares Veiga Silva Maltez,PS,2009
1412,Maria Da Conceição Afonso Contente Rosário,X,2009
1413,António Rodrigues De Sousa Santos,PCP-PEV,2009
1413,José Manuel Saldanha Rocha,PPD/PSD,2009
1413,Nuno Fernando Bento Neto,PS,2009
1414,Alexandre Miguel Vitorino Jacinto,B.E.,2009
1414,Alberto Fernando Fróis Santos,I,2009
1414,Carlos Ferreira Figueiredo,PCP-PEV,2009
1414,Isaura Maria Elias Crisóstomo Bernardino Morais,PPD/PSD.CDS-PP,2009
1414,Silvino Manuel Gomes Sequeira,PS,2009
1415,Ana Cristina Pardal Ribeiro,B.E.,2009
1415,Vasco Monteiro Feijão,PCP-PEV,2009
1415,Jorge Humberto Brardo Burgal,PPD/PSD,2009
1415,Hélder Manuel Ramalho De Sousa Esménio,PS,2009
1416,Carlos Manuel Vicente Marecos,B.E.,2009
1416,Tiago De Sampaio E Melo Marques Leite,CDS-PP,2009
1416,José Marcelino,PCP-PEV,2009
1416,Francisco Maria Moita Flores,PPD/PSD,2009
1416,António José Da Piedade Do Carmo,PS,2009
1417,Maria Fernanda Marques Castelo Branco,PCP-PEV,2009
1417,Fernando Constantino Moleirinho,PPD/PSD,2009
1417,Fernando Cascalheira Vasco,PS,2009
1418,António Carlos Martins Godinho,B.E.,2009
1418,Ivo Manuel Querido Dos Santos,CDS-PP,2009
1418,Pedro Alexandre Ramos Marques,ipt,2009
1418,José André De Melo E Castro Salazar Lebre,II,2009
1418,Bruno Vitor Domingos Graça,PCP-PEV,2009
1418,Fernando Rui Linhares Corvêlo De Sousa,PPD/PSD,2009
1418,José António Becerra Vitorino,PS,2009
1419,Guilherme Sarmento Pinto,B.E.,2009
1419,Carlos Filipe Godinho Gomes,CDS-PP,2009
1419,Carlos António Lopes Tomé,PCP-PEV,2009
1419,João Parreira Da Silva Sarmento,PPD/PSD,2009
1419,António Manuel Oliveira Rodrigues,PS,2009
1420,Carlos Miguel Timóteo Pires,PCP-PEV,2009
1420,Manuel De Oliveira,PPD/PSD.CDS-PP,2009
1420,Vítor Miguel Martins Arnaut Pombeiro,PS,2009
1421,Gonçalo Nuno Gagliardini Graça Pereira De Almeida,CDS-PP,2009
1421,João Filipe Mendes De Oliveira,PCP-PEV,2009
1421,Vitor Manuel De Jesus Frazão,PPD/PSD,2009
1421,Paulo Alexandre Homem De Oliveira Fonseca,PS,2009
1501,Ana Maria Caixeirinho Penas,B.E.,2009
1501,António Dos Mártires Balona,PCP-PEV,2009
1501,Joaquim Manuel Café Granito,PPD/PSD,2009
1501,Pedro Manuel Igrejas Da Cunha Paredes,PS,2009
1502,Teresa Maria Rocha Bonito,B.E.,2009
1502,José Luis Vaz E Gala,CDS-PP,2009
1502,Luis Miguel Carraça Franco,PCP-PEV,2009
1502,Jorge Dias Da Costa Borges Da Silva,PPD/PSD,2009
1502,António Dias Dos Santos Maduro,PS,2009
1503,Helena Maria Gomes Oliveira,B.E.,2009
1503,Fernando Jorge Sousa Da Pena,CDS-PP,2009
1503,Graciano Guerra Silva Germano,MMS,2009
1503,Maria Emília Guerreiro Neto De Sousa,PCP-PEV,2009
1503,Domingos António Caeiro Bulhão,PCTP/MRPP,2009
1503,Jorge Manuel Bonifácio Pedroso De Almeida,PPD/PSD,2009
1503,Paulo José Fernandes Pedroso,PS,2009
1504,Mário Durval Póvoa Do Rosário,B.E.,2009
1504,Henrique Manuel Caldeira De Castro Ferreira,CDS-PP,2009
1504,Carlos Humberto Palácios Pinheiro De Carvalho,PCP-PEV,2009
1504,Joaquim Carlos Salgueiro Martins,PCTP/MRPP,2009
1504,Nuno Miguel Soares Banza,PPD/PSD,2009
1504,João Nuno Da Câmara Santa Clara Gomes,PS,2009
1505,António Joaquim Nobre,B.E.,2009
1505,João Paulo Silva Charneca,CDS-PP,2009
1505,Rafael Francisco Lobato Rodrigues,PCP-PEV,2009
1505,António Manuel Caldeira Lucas,PPD/PSD,2009
1505,Carlos Vicente Morais Beato,PS,2009
1506,Joaquim Inácio Raminhos Cabaça,B.E.,2009
1506,João Manuel Sacoto Pereira Neves,CDS-PP,2009
1506,João Manuel De Jesus Lobo,PCP-PEV,2009
1506,Leonel Eusébio Coelho,PCTP/MRPP,2009
1506,Luis Fernando Vaz Do Nascimento,PPD/PSD,2009
1506,António José Gonçalves Duro,PS,2009
1507,Cipriano José Dos Santos Pisco,B.E.,2009
1507,Joaquim António Lopes Da Silva Batalha,PCP-PEV,2009
1507,Maria Manuela Ruivo Bailão Parreira,PCTP/MRPP,2009
1507,Lucília Maria Samoreno Ferra,PPD/PSD.CDS-PP,2009
1507,Maria Amélia Macedo Antunes,PS,2009
